sentence_id,article_id,sentence_text
beverlyhillscop_sentence_0000022,2054,"The theme became popular with audiences, and has been remixed by Crazy Frog."
beverlyhillscop_sentence_0000023,2054,"A new version of the theme was created for Beverly Hills Cop III, with Faltermeyer not returning for the film."
beverlyhillscop_sentence_0000024,2054,"The trilogy's soundtracks have been praised, giving rise to such hit songs as ""The Heat is On"", ""Stir it Up"" and ""Shakedown""."
beverlyhillscop_sentence_0000025,2054,"A fourth entry in the series was initially announced for release in the mid-1990s, under the production of Eddie Murphy's own production company ""Eddie Murphy Productions"", though production later fizzled out."
beverlyhillscop_sentence_0000026,2054,"It was re-announced in 2006, when producer Jerry Bruckheimer announced his intention to resurrect the film series, though he eventually gave up his option to produce the film, instead passing production duties to Lorenzo di Bonaventura."
beverlyhillscop_sentence_0000027,2054,"In September 2006 a script, an amalgamation of several earlier drafts, was presented to Murphy who was reported to be ""very happy"" with the outline which was described as an attempt to recapture the ""feel of the original""."
beverlyhillscop_sentence_0000028,2054,"Murphy admitted one of his motivations for making a fourth Beverly Hills Cop film was to make up for the fact that the third film was ""horrible"" and that ""he didn't want to leave (the series) like that""."
beverlyhillscop_sentence_0000029,2054,"In May 2008, Rush Hour director Brett Ratner was officially named director, who promised the film would return under the series' standard ""R"" rating, rather than as a rumored watered down PG-13."
beverlyhillscop_sentence_0000030,2054,"Michael Brandt and Derek Haas were hired as screenwriters to improve on the existing script in July 2008 and completed a new script, under the working title ""Beverly Hills Cop 2009"", which would see Foley return to Beverly Hills to investigate the murder of his friend Billy Rosewood."
beverlyhillscop_sentence_0000031,2054,"The script was eventually rejected, leaving Ratner to work on a new idea."
beverlyhillscop_sentence_0000032,2054,"In an interview with Empire magazine, Ratner stated ""I'm working very hard on the fourth."
beverlyhillscop_sentence_0000033,2054,"It's very difficult, especially since there were three before."
beverlyhillscop_sentence_0000034,2054,"We're trying to figure out some important things, like where do we start?"
beverlyhillscop_sentence_0000035,2054,Is Axel retired?
beverlyhillscop_sentence_0000036,2054,Is he in Beverly Hills?
beverlyhillscop_sentence_0000037,2054,Is he on vacation?
beverlyhillscop_sentence_0000038,2054,Does Judge Reinhold return as the loveable Billy Rosewood?
beverlyhillscop_sentence_0000039,2054,"Many questions to figure out, but I'm hoping to have a script before film disappears from our existence."" Although Murphy himself committed to the project, it was unconfirmed whether the series' other principal actors, Judge Reinhold, John Ashton, Ronny Cox or Bronson Pinchot would also return, though Ratner stated in late 2009 that he was trying to convince Reinhold and Ashton to reprise their roles."
beverlyhillscop_sentence_0000040,2054,"Harold Faltermeyer's ""Axel F"", however, would definitely be returning for the proposed fourth installment, with Ratner quoted as saying ""It'll be back but it'll be a whole new interpretation."" On November 15, 2010, Ratner stated in an interview with MTV that there was still a possibility that they will make a fourth film, but that it wouldn't be ""anytime soon."""
beverlyhillscop_sentence_0000041,2054,"In October 2011, Murphy discussed a possible fourth film, stating, ""They're not doing it."
beverlyhillscop_sentence_0000042,2054,"What I'm trying to do now is produce a TV show starring Axel Foley's son, and Axel is the chief of police now in Detroit."
beverlyhillscop_sentence_0000043,2054,"I'd do the pilot, show up here and there."
beverlyhillscop_sentence_0000044,2054,None of the movie scripts were right; it was trying to force the premise.
beverlyhillscop_sentence_0000045,2054,"If you have to force something, you shouldn't be doing it."
beverlyhillscop_sentence_0000046,2054,It was always a rehash of the old thing.
beverlyhillscop_sentence_0000047,2054,"It was always wrong."" CBS ordered a pilot with Brandon T."
beverlyhillscop_sentence_0000048,2054,"Jackson starring as Axel Foley's son, Aaron."
beverlyhillscop_sentence_0000049,2054,The hour long crime drama was produced by the critically acclaimed writer Shawn Ryan who created The Shield and The Chicago Code.
beverlyhillscop_sentence_0000050,2054,"In January 2013, Ryan stated, ""It's going to be a CBS procedural."
beverlyhillscop_sentence_0000051,2054,"We're going to solve a case every week, but we're going to do it with a lot of humor and a lot of fun."
beverlyhillscop_sentence_0000052,2054,"And I would say the stealth thing I would like to get in is, in a day and age when income inequality and class inequities dominate a lot of the country, this is going to be an opportunity to put a young working-class kid in Detroit in the middle of Beverly Hills, you can do a lot of stealth social commentary."
beverlyhillscop_sentence_0000053,2054,My approach is to update it and make it feel modern and 2013.
beverlyhillscop_sentence_0000054,2054,"The pilot opens with a 4-5 minute sequence which I think is really harrowing and really dangerous, that would be something that you might have seen on 'Chicago Code' or 'The Shield.' I want it to feel grounded in that way."
beverlyhillscop_sentence_0000055,2054,There'll be some opportunities for laughs after that.
beverlyhillscop_sentence_0000056,2054,"It's not a laughs come first show."""
beverlyhillscop_sentence_0000057,2054,"In February 2013, Kevin Pollak was cast as Rodney Daloof, an irritating and incredibly risk-adverse in-house attorney for the Beverly Hills Police Department."
beverlyhillscop_sentence_0000058,2054,"David Denman is set to co-star as Brad, a stand-up, extremely likable and socially awkward Beverly Hills detective, formerly a baseball player and a musician."
beverlyhillscop_sentence_0000059,2054,Men In Black and Get Shorty's director Barry Sonnenfeld agreed to both direct the Beverly Hills Cop pilot and serve as an executive producer.
beverlyhillscop_sentence_0000060,2054,"In May 2013, CBS decided to pass on the Beverly Hills Cop TV series."
beverlyhillscop_sentence_0000061,2054,"In August 2013, Brandon T."
beverlyhillscop_sentence_0000062,2054,Jackson give his reason about the pass:
beverlyhillscop_sentence_0000063,2054,I think we were very edgy for CBS.
beverlyhillscop_sentence_0000064,2054,I think we were the edgiest as you could've went for CBS.
beverlyhillscop_sentence_0000065,2054,"It would have been like a 'Fresh Prince' thing on CBS, like the edgiest you can go on network TV."
beverlyhillscop_sentence_0000066,2054,"But it doesn't agree to our franchise man."""
beverlyhillscop_sentence_0000067,2054,"During late Summer 2013, after CBS decided to pass on the TV series, Paramount decided to move forward with the fourth film."
beverlyhillscop_sentence_0000068,2054,"On September 13, 2013, Jerry Bruckheimer, stated he was in talks to produce."
beverlyhillscop_sentence_0000069,2054,"On December 6, 2013, it was announced that Eddie Murphy will again reprise the role of Axel Foley and Brett Ratner will direct."
beverlyhillscop_sentence_0000070,2054,"On May 2, 2014, Deadline announced that screenwriters Josh Appelbaum and Andre Nemec would be penning the screenplay."
beverlyhillscop_sentence_0000071,2054,"On June 27, 2014, in an interview with Rolling Stone, Murphy discussed returning to the edgier type character of Axel Foley after years of making family friendly films. ""I haven't done a street guy, working class, blue-collar character in ages so maybe it's like, 'Oh, wow, I didn't remember he was able to do that'"" Murphy said."
beverlyhillscop_sentence_0000072,2054,"According to studio reports on the film's plot, Foley will return Detroit after leaving his job in Beverly Hills and he will be faced with coldest winter on record to navigate the new rules and old enemies of one of America's most tenacious cities."
beverlyhillscop_sentence_0000073,2054,"The state of Michigan approved $13.5 million in film incentives, based on an estimated $56.6 million of filmmaker spending in the state."
beverlyhillscop_sentence_0000074,2054,The movie will be shot in and around Detroit and is estimated to provide jobs for 352 workers.
beverlyhillscop_sentence_0000075,2054,The studio is targeting a March 2016 release date for the film.
beverlyhillscop_sentence_0000076,2054,Beverly Hills Cop
beverlyhillscop_sentence_0000077,2054,Beverly Hills Cop II
beverlyhillscop_sentence_0000078,2054,Beverly Hills Cop III
beverlyhillscop_sentence_0000001,2058,"Axel Foley


Born
August 25, 1957


Status
Alive


Aliases
Achmed, Ackwell (by Serge)Inspector Rafferty (US Customs Alias)Ramon (Alias)Ace (Undercover Credit Card Businessman Alias)Johnny Wishbone (Alias)Richard James (Alias)Sidney Bernstein (Alias)Nigel Applebottom (Alias)Red Michaels (Alias)Motor City Shit Magnet (by Jeffrey)


Profession
Police Detective


Residence
Detroit, Michigan, USA


Affiliation
Detroit Police DepartmentBeverly Hills Police Department


Family Members
Mr."
beverlyhillscop_sentence_0000002,2058,Foley (Father)Mrs.
beverlyhillscop_sentence_0000003,2058,"Foley (Mother)Jane Saunders (Daughter)


Portrayed By
Eddie Murphy"
beverlyhillscop_sentence_0000004,2058,Det.
beverlyhillscop_sentence_0000005,2058,"Axel Foley is a fictional character, portrayed by Eddie Murphy, and is the main protagonist of the Beverly Hills Cop film franchise."
beverlyhillscop_sentence_0000006,2058,"Axel was born on August 25, 1957 in Detroit, Michigan."
beverlyhillscop_sentence_0000007,2058,He attended Mumford High School and became small-time juvenile hoodlum.
beverlyhillscop_sentence_0000008,2058,"After a few years in which he was unemployed, Foley joined the Detroit Police Department in 1983."
beverlyhillscop_sentence_0000009,2058,"A talented policeman, Axel is also known to bend the rules, which annoys his boss, Inspector Todd."
beverlyhillscop_sentence_0000010,2058,"When Axel and his friend Michael ""Mikey"" Tandino were younger, they used to get in trouble a lot by stealing cars."
beverlyhillscop_sentence_0000011,2058,"Foley is delighted when he receives a surprise visit from his best friend Mikey Tandino, who lives in California."
beverlyhillscop_sentence_0000012,2058,"Unfortunately, Mikey is soon killed when Axel was hit in the head, by a man named Zack."
beverlyhillscop_sentence_0000013,2058,"Foley goes to Beverly Hills, California, to find Mikey's assailant (since Mikey told Foley he had a job at an art gallery in Beverly Hills) where Beverly Hills Police Department Lieutenant Andrew Bogomil assigns Detective Billy Rosewood and Sergeant John Taggart to keep an eye on Foley."
beverlyhillscop_sentence_0000014,2058,Where he made friends with the two detectives.
beverlyhillscop_sentence_0000015,2058,Foley visits his childhood friend Jenny Summers who works at the art gallery owned by a wealthy man named Victor Maitland.
beverlyhillscop_sentence_0000016,2058,"With Jenny's help, Foley discovers that Zack works for Jenny's boss, Victor Maitland himself."
beverlyhillscop_sentence_0000017,2058,"Maitland is a drug kingpin who is using the gallery as a front, and Maitland ordered Zack to kill Mikey after Maitland accused Mikey of stealing some of Maitland's bonds."
beverlyhillscop_sentence_0000018,2058,"Billy, Taggart, and Foley head to Maitland's mansion to apprehend Maitland."
beverlyhillscop_sentence_0000019,2058,Foley and Bogomil simultaneously shoot and kill Maitland.
beverlyhillscop_sentence_0000020,2058,In the end he also earned Bogomil's trust.
beverlyhillscop_sentence_0000021,2058,"Before he was about to head back to Detroit, he offered to have a beer with Taggart and Rosewood, even though they are still on duty."
beverlyhillscop_sentence_0000022,2058,"Taggart tells Billy, one beer won't hurt us."
beverlyhillscop_sentence_0000023,2058,"Rosewood said okay, and Axel told the guys he knows a great bar to get a beer."
beverlyhillscop_sentence_0000024,2058,"Foley is watching the news on TV when he sees a report that his friend, Beverly Hills Police Department Captain Andrew Bogomil, has been shot by a tall, blonde woman and two of her assailants."
beverlyhillscop_sentence_0000025,2058,"Foley heads out to Beverly Hills to visit Bogomil in the hospital, and this is where Foley is reunited with Bogomil's daughter, Jan Bogomil."
beverlyhillscop_sentence_0000026,2058,Foley is also reunited with his friends Detective Billy Rosewood and Sergeant John Taggart.
beverlyhillscop_sentence_0000027,2058,"Rosewood and Taggart decide to let Foley help them find the woman who tried to kill Bogomil, even though abusive police chief Harold Lutz has been deliberately trying to find a reason to fire them."
beverlyhillscop_sentence_0000028,2058,"Foley, Rosewood, and Taggart soon discover that the alphabet robberies, a series of robberies that have been going on in the area, are masterminded by weapons kingpin Maxwell Dent, and Dent had sent his fiancé Karla Fry to try to kill Bogomil because Bogomil had been after Dent."
beverlyhillscop_sentence_0000029,2058,"With this information, Foley, Rosewood, and Taggart try to find Dent and Karla."
beverlyhillscop_sentence_0000030,2058,They track them down and find out the alphabet crimes is about arms dealing.
beverlyhillscop_sentence_0000031,2058,"Dent and Karla are about to make an arms deal with Nikos Thomopolis in Dent's oil field, framed Charles Cain as the alphabet robber so no one suspect Dent was the mastermind was behind this."
beverlyhillscop_sentence_0000032,2058,"Foley, Taggart and Rosewood thwarted their plan, took out both Dent and Karla."
beverlyhillscop_sentence_0000033,2058,Thermopolis and Dent's men are arrested.
beverlyhillscop_sentence_0000034,2058,"The Mayor fired Lutz for his abusive attitude and jeopardizing the case and commended Foley, Taggart, Rosewood for their service and puts in a good word with Inspector Todd."
beverlyhillscop_sentence_0000035,2058,The Mayor promoted Bogomil who survived the gunshot wound and he is the new chief of Police.
beverlyhillscop_sentence_0000036,2058,He said goodbye to his friends and headed back home.
beverlyhillscop_sentence_0000037,2058,"Axel is the lead detective for a chop shop investigation and calls off the SWAT officers, believing him and his team can handle a few mechanics."
beverlyhillscop_sentence_0000038,2058,"The bust goes south and turns into a shoot-out, where Axel witnesses his boss, and friend, Inspector Douglas Todd is murdered."
beverlyhillscop_sentence_0000039,2058,"Axel follows several clues to Wonder World, a theme park in Beverly Hills, California."
beverlyhillscop_sentence_0000040,2058,He ignores the orders of Secret Service Agent Steve Fulbright to stand down.
beverlyhillscop_sentence_0000041,2058,Fulbright insists the man who murdered Todd must remain free as part of a larger federal investigation.
beverlyhillscop_sentence_0000042,2058,"In the luxurious backdrop of Beverly Hills, Axel is reunited with his old friend, Billy Rosewood, who now holds a prestigious role as Deputy Director of Operations for Joint Systems Interdepartmental Operational Command (DDO-JSIOC)."
beverlyhillscop_sentence_0000043,2058,"Billy, now a big shot, has a new partner, Jonathan ""Jon"" Flint."
beverlyhillscop_sentence_0000044,2058,"Foley, always one for adventure, decides to explore Wonder World, owned by Dave ""Uncle Dave"" Thornton."
beverlyhillscop_sentence_0000045,2058,"While there, Axel springs into action, rescuing two kids stranded on a malfunctioning ride."
beverlyhillscop_sentence_0000046,2058,"However, his heroics lead him to a startling revelation: Ellis DeWald, the head of security and personal relations, is the very same man who murdered Inspector Todd."
beverlyhillscop_sentence_0000047,2058,"This shocking truth shakes the foundation of their friendship, especially for Flint, who can't believe that Dewald, a friend of his, is running a counterfeiting ring within the theme park."
beverlyhillscop_sentence_0000048,2058,"And all of this unfolds with Axel Foley's signature swagger, donning his iconic Beverly Hills Cop jacket."
beverlyhillscop_sentence_0000049,2058,"Foley is also falling in love with Janice Perkins, who works at the park."
beverlyhillscop_sentence_0000050,2058,"When Dave gets shot by Dewald in the chest with Foley's gun, Foley is accused of being the man who shot Dave after rushing him to the hospital."
beverlyhillscop_sentence_0000051,2058,"With the - rather reluctant - help of Billy, Foley sets out to prove his innocence and get revenge on Dewald and Sanderson."
beverlyhillscop_sentence_0000052,2058,This results in a chase and shootout with Sanderson and Dewald's security men all across the theme park.
beverlyhillscop_sentence_0000053,2058,"Finally, in the park's prehistoric world ride, Foley manages to kill Dewald but gets shot himself."
beverlyhillscop_sentence_0000054,2058,"As he sits down to recover, Agent Steve Fulbright, who had been helping Foley suddenly shows up after he killed Sanderson."
beverlyhillscop_sentence_0000055,2058,Foley reveals that he has come to suspect that Fulbright is also involved in the counterfeit scheme.
beverlyhillscop_sentence_0000056,2058,"His suspicions are true, but as the corrupt agent prepares to shoot him, Foley jumps him, and in the ensuing tussle Fulbright is accidentally killed when his gun is fired."
beverlyhillscop_sentence_0000057,2058,"One of the shots, however, over penetrates and nicks Flint, who has just arrived having received a call and discovering Dewald's treachery who shot Dave; both are eventually joined by Rosewood, who has been seriously wounded by the security men."
beverlyhillscop_sentence_0000058,2058,"In the end, Flint, Rosewood and Foley are all injured, Uncle Dave survived his gunshot wound and commended Foley, Rosewood and Flint for saving his life and take down the DeWald counterfeiting operation."
beverlyhillscop_sentence_0000059,2058,Janice invites Foley to an upcoming Tunnel of Love Ride but not before the latest character of the theme park has been introduced—Axel Fox.
beverlyhillscop_sentence_0000060,2058,Axel is now a police lieutenant in Detroit whose investigations into crimes against his loved ones often bring him to Beverly Hills.
beverlyhillscop_sentence_0000061,2058,His latest stunt in foiling a robbery at a hockey game leads the brass to come down hard on Axel's friend and Deputy Chief Jeffrey Friedman.
beverlyhillscop_sentence_0000062,2058,"Jeffrey decides to resign to protect Axel, but also because he wants to live whatever life he has left with his family."
beverlyhillscop_sentence_0000063,2058,"He advises Axel to call Jane Saunders, his estranged daughter who lives in Beverly Hills as a criminal defense lawyer."
beverlyhillscop_sentence_0000064,2058,"She's defending an alleged cop killer named Sam Enriquez, but believes the cops are framing him because they're dirty."
beverlyhillscop_sentence_0000065,2058,"She also thinks the cop who was killed, Copeland, is dirty."
beverlyhillscop_sentence_0000066,2058,"Axel gets a call from Billy Rosewood warning Axel about a threat to Jane's life, which brings Axel back to the sunshine state."
beverlyhillscop_sentence_0000067,2058,He arrives the next morning to learn Rosewood has gone missing and caught the attention of unsavory criminals.
beverlyhillscop_sentence_0000068,2058,"His rendezvous with the criminals trashing Rosewood's office lands Axel in jail, where he meets Detective Bobby Abbott who claims Rosewood has been trying to mess up his case."
beverlyhillscop_sentence_0000069,2058,Abbott is also Jane's ex-boyfriend.
beverlyhillscop_sentence_0000070,2058,"Axel reunites with Jane at the police station, but she's not interested in a family reunion."
beverlyhillscop_sentence_0000071,2058,"Axel also reunites with John Taggart, who is now the Chief of Police and friends with Captain Cade Grant - the very officer who Rosewood and Jane suspect of being dirty."
beverlyhillscop_sentence_0000072,2058,Axel reaches the same conclusion after seeing his expensive clothes.
beverlyhillscop_sentence_0000073,2058,He isn't swayed by Grant's smooth talking ways and attempts to manipulate.
beverlyhillscop_sentence_0000074,2058,Axel makes a deal with Jane to help her exonerate Enriquez in exchange for helping him investigate what happened to Rosewood.
beverlyhillscop_sentence_0000075,2058,"Their partnership leads them to discover a low tech surveillance camera inside Copeland's car, though Rosewood stole the SD card."
beverlyhillscop_sentence_0000076,2058,Axel and Jane try to work together despite their rocky past and remaining issues.
beverlyhillscop_sentence_0000077,2058,"They are attacked in the streets by cartel members, though Abbott's presence helps save them."
beverlyhillscop_sentence_0000078,2058,"Taggart tells Axel more about the case that caused Billy to turn over his shield, and how he swore up and down Grant was dirty, despite Taggart's insistence to the contrary."
beverlyhillscop_sentence_0000079,2058,Taggart tells Axel to get back to Detroit then suspends Abbott for his role in the shootout.
beverlyhillscop_sentence_0000080,2058,Axel convinces Jane to still help them despite the investigation leaning more toward cop antics then legal ones.
beverlyhillscop_sentence_0000081,2058,"Following a lead from Rosewood's day planner, the trio team up with Serge to get close to a house Rosewood was surveilling."
beverlyhillscop_sentence_0000082,2058,"Once inside, Axel finds drug residue and the car that chased Copeland off the street."
beverlyhillscop_sentence_0000083,2058,"Jane is fed up with the illegal investigation and accuses Axel of not being in town for her, but for the action."
beverlyhillscop_sentence_0000084,2058,"She drops out of the investigation leaving Axel and Abbott to follow more leads, including an interview with a drug smuggler, Chalino Valdemoro."
beverlyhillscop_sentence_0000085,2058,Chalino reveals Rosewood is being held captive at the pier.
beverlyhillscop_sentence_0000086,2058,"Grant then frames Abbott and Axel for smuggling cocaine and arrests them, an incident that gets back to Taggart and solidifies the allegations about his former boot."
beverlyhillscop_sentence_0000087,2058,"Abbott and Axel escape police custody by stealing a helicopter, but crash it on a golf course following a shootout with the BHPD and Grant."
beverlyhillscop_sentence_0000088,2058,"Once again a fugitive in Beverly Hills, Axel follows Chalino's tip and save Rosewood."
beverlyhillscop_sentence_0000089,2058,The trio hijacks the smugglers semi-truck and escape the pier.
beverlyhillscop_sentence_0000090,2058,"Axel calls Jane to tell her the SD cards locations, but Grant answers instead."
beverlyhillscop_sentence_0000091,2058,He's keeping her hostage in exchange for the SD card.
beverlyhillscop_sentence_0000092,2058,"After phoning in a final favor from Jeffrey, Axel finds Jane's location and bursts in the mansion to save her."
beverlyhillscop_sentence_0000093,2058,"An intense shootout plays out, with Axel ultimately taking a bullet for Jane."
beverlyhillscop_sentence_0000094,2058,"The ordeal ends with Grant killed, Jane's client free, and Axel being taken to the hospital."
beverlyhillscop_sentence_0000095,2058,"A few days later, Axel leaves the hospital in search of better food."
beverlyhillscop_sentence_0000096,2058,Jane finds him and they have a heart-to-heart where they reconnect for the first time.
beverlyhillscop_sentence_0000097,2058,He asks if he can have another shot at being a parent.
beverlyhillscop_sentence_0000098,2058,She wants him to get well then call her.
beverlyhillscop_sentence_0000099,2058,Maybe he can stay longer in Beverly Hills.
beverlyhillscop_sentence_0000100,2058,"He makes a deal with her, saying he's very proud of her."
beverlyhillscop_sentence_0000101,2058,"They leave the diner for the hospital again, talking as they cross the street."
beverlyhillscop_sentence_0000102,2058,"A week later, Rosewood and Taggart sit in an unmarked car across the street to watch Foley's hospital."
beverlyhillscop_sentence_0000103,2058,"Rosewood asks Taggart a personal question about his relationship with Maureen, and they are both startled when Axel gets in the back seat."
beverlyhillscop_sentence_0000104,2058,He calls them a terrible surveillance team.
beverlyhillscop_sentence_0000105,2058,He doesn't want to be in the hospital anymore.
beverlyhillscop_sentence_0000106,2058,He wants to get a steak.
beverlyhillscop_sentence_0000107,2058,Taggart refuses but Axel presses on then turns to Rosewood.
beverlyhillscop_sentence_0000108,2058,"Rosewood decides to start the car, with Taggart giving in."
beverlyhillscop_sentence_0000109,2058,He makes Axel promise not to tell Jane.
beverlyhillscop_sentence_0000110,2058,"Axel grins that this will be fantastic - ""trust me."""
beverlyhillscop_sentence_0000111,2058,"""Hey boss!"
beverlyhillscop_sentence_0000112,2058,"The Chief ain't chewed it all off,you still got a little ass there."""
beverlyhillscop_sentence_0000001,2061,"Detective Rosewood


Born
1960


Status
Alive


Aliases
Rosemont (by Hubbard)Roseweed (by Lutz)


Profession
Police Lieutenant (Formerly)DDO-JSIOC (Deputy Director of Operations for Joint Systems Interdepartmental Operational Command) (Former)Private Investigator


Residence
Beverly Hills, California


Affiliation
Beverly Hills Police DepartmentRosewood Investigations


Portrayed By
Judge Reinhold"
beverlyhillscop_sentence_0000002,2061,"Lieutenant William ""Billy"" Rosewood is a fictional character from the Beverly Hills Cop film series, and is portrayed by Judge Reinhold."
beverlyhillscop_sentence_0000003,2061,Billy was born in 1960 and joined the Beverly Hills Police Department in 1981.
beverlyhillscop_sentence_0000004,2061,"A good cop, Billy is known to go strictly by the book, and is not as tough as his partner, John Taggart."
beverlyhillscop_sentence_0000005,2061,"In the first film, he was generally polite and bumbling, and not particularly competent at anything, until it was revealed toward the end of the film that he had excellent marksmanship with a pistol, the second film expands on this weapon proficiency."
beverlyhillscop_sentence_0000006,2061,He made friends with Axel Foley and sticks up for him from his superiors.
beverlyhillscop_sentence_0000007,2061,He and his partner John Taggart help Foley take down Victor Maitland who killed Foley's friend Michael Tandino.
beverlyhillscop_sentence_0000008,2061,"In Beverly Hills Cop II, Rosewood has matured a bit more and come into his own as a detective, perhaps a bit too much due to his newfound obsession with weaponry and Sylvester Stallone, worrying Taggart and Axel enough to suggest numerous times, ""Billy, we need to talk."" Despite his quirks and longing for excitement, Billy is still a dedicated and good-hearted officer."
beverlyhillscop_sentence_0000009,2061,Billy has now been promoted to DDO-JSIOC and Detective Sergeant.
beverlyhillscop_sentence_0000010,2061,Billy is now a big shot.
beverlyhillscop_sentence_0000011,2061,"When Axel arrives to visit him, he reveals that his former partner, John Taggart, is now retired and living in Arizona."
beverlyhillscop_sentence_0000012,2061,He also has a new partner in Jon Flint.
beverlyhillscop_sentence_0000013,2061,He along with Flint refuses to believe that Ellis DeWald is dirty.
beverlyhillscop_sentence_0000014,2061,"However, he later joins the shootout against DeWald's men."
beverlyhillscop_sentence_0000015,2061,"He is later shot by one of the security guards, but he survives."
beverlyhillscop_sentence_0000016,2061,"He is later seen in a wheelchair aside Axel and Flint as Uncle Dave introduces a new addition to his theme park in Axel's honor, Axel Fox."
beverlyhillscop_sentence_0000017,2061,"Uncle Dave commended Rosewood, Flint and Foley for their service and saving his life."
beverlyhillscop_sentence_0000018,2061,"Several months back, Rosewood made a bust on a Cartel crew out of Adelanto, though the case went nowhere and the charges were dropped for lack of evidence."
beverlyhillscop_sentence_0000019,2061,The drugs Rosewood confiscated turned out to be powder.
beverlyhillscop_sentence_0000020,2061,"The supervisor on the case was Captain Grant, which solidified Rosewood's belief the Captain was dirty."
beverlyhillscop_sentence_0000021,2061,"He accused Grant of swapping out the drugs for the powder, and swore up and down to Chief Taggart that Grant was dirty."
beverlyhillscop_sentence_0000022,2061,"Taggart didn't believe him, so Rosewood turned over his badge."
beverlyhillscop_sentence_0000023,2061,"This ended their 30 year friendship and Rosewood opened his investigative service, Rosewood Investigations."
beverlyhillscop_sentence_0000024,2061,"Now, when an undercover cop named Lieutenant Copeland is murdered while on duty, the police arrest Sam Enriquez for the murder."
beverlyhillscop_sentence_0000025,2061,Copeland had been investigating Enriquez's Uncle at the time of his death.
beverlyhillscop_sentence_0000026,2061,"Rosewood thinks Enriquez is being framed by Grant and other dirty cops, so he asks Jane Saunders if anyone in her Law firm can take Enriquez's case."
beverlyhillscop_sentence_0000027,2061,She volunteers to take it after reading the file.
