paragraph_id,anchor_text,link_type
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,2,internal
money-heist_paragraph_0000001,3,internal
money-heist_paragraph_0000001,4,internal
money-heist_paragraph_0000001,Kiti Mánver,internal
money-heist_paragraph_0000001,Barbara Goodson,external
money-heist_paragraph_0000001,[2],other
money-heist_paragraph_0000001,[3],other
money-heist_paragraph_0000001,Episode 2 (Part 1),internal
money-heist_paragraph_0000001,Anatomy Lesson,internal
money-heist_paragraph_0000001,Raquel Murillo,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Nairobi,internal
money-heist_paragraph_0000002,Bank of Spain,internal
money-heist_paragraph_0000002,Nairobi,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,We're Back,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,Royal Mint of Spain,internal
money-heist_paragraph_0000001,Bank of Spain,internal
money-heist_paragraph_0000001,Tatiana,internal
money-heist_paragraph_0000001,Berlin's Wedding,internal
money-heist_paragraph_0000003,João,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Bogotá,internal
money-heist_paragraph_0000001,Nairobi,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000001,Marseille,internal
money-heist_paragraph_0000001,Denver,internal
money-heist_paragraph_0000001,Stockholm,internal
money-heist_paragraph_0000001,Helsinki,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,Palermo,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Lisbon,internal
money-heist_paragraph_0000001,Marseille,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,Suárez,internal
money-heist_paragraph_0000001,Luis Tamayo,internal
money-heist_paragraph_0000001,Bank of Spain,internal
money-heist_paragraph_0000001,3,internal
money-heist_paragraph_0000001,Neymar,internal
money-heist_paragraph_0000001,Everything Seemed Insignificant,internal
money-heist_paragraph_0000001,Astray,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,Neymar,internal
money-heist_paragraph_0000003,Berlin,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,São Paulo,external
money-heist_paragraph_0000001,Brazil,external
money-heist_paragraph_0000001,João,internal
money-heist_paragraph_0000001,João,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Madrid,external
money-heist_paragraph_0000001,Spain,external
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Jaime Lorente,internal
money-heist_paragraph_0000001,Alison Parker,internal
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,Episode 6 (Part 2),internal
money-heist_paragraph_0000001,Alison Parker,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000002,Alison Parker,internal
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000002,Marina,internal
money-heist_paragraph_0000002,Élite,internal
money-heist_paragraph_0000002,Triana,internal
money-heist_paragraph_0000002,Toy Boy,internal
money-heist_paragraph_0000004,Jaime Lorente,internal
money-heist_paragraph_0000004,[1],other
money-heist_paragraph_0000004,[2],other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Alison Parker,internal
money-heist_paragraph_0000001,Pablo Ruiz,internal
money-heist_paragraph_0000001,Ariadna Cascales,internal
money-heist_paragraph_0000001,Arturo Román,internal
money-heist_paragraph_0000001,Mónica Gaztambide,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,Mónica Gaztambide,internal
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,2,internal
money-heist_paragraph_0000001,Dorothy Elias-Fahn,external
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,Episode 9 (Part 2),internal
money-heist_paragraph_0000001,Royal Mint of Spain,internal
money-heist_paragraph_0000001,Denver,internal
money-heist_paragraph_0000002,Moscow,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Denver,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,[1],other
money-heist_paragraph_0000001,[2],other
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Helsinki,internal
money-heist_paragraph_0000001,Denver,internal
money-heist_paragraph_0000001,Nairobi,internal
money-heist_paragraph_0000001,Stockholm,internal
money-heist_paragraph_0000001,Oslo,internal
money-heist_paragraph_0000001,Moscow,internal
money-heist_paragraph_0000001,Lisbon,internal
money-heist_paragraph_0000001,Bogotá,internal
money-heist_paragraph_0000001,Marseille,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,Palermo,internal
money-heist_paragraph_0000001,Alicia Sierra,internal
money-heist_paragraph_0000001,Alfonso Prieto,internal
money-heist_paragraph_0000001,Gandía,internal
money-heist_paragraph_0000001,Royal Mint of Spain,internal
money-heist_paragraph_0000001,Bank of Spain,internal
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,2,internal
money-heist_paragraph_0000001,3,internal
money-heist_paragraph_0000001,4,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Miguel Herrán,internal
money-heist_paragraph_0000001,Johnny Yong Bosch,external
money-heist_paragraph_0000001,[3],other
money-heist_paragraph_0000001,[4],other
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,Live Many Lives,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,Miguel Herrán,internal
money-heist_paragraph_0000002,[1],other
money-heist_paragraph_0000002,[2],other
money-heist_paragraph_0000003,[5],other
money-heist_paragraph_0000003,[6],other
money-heist_paragraph_0000005,Royal Mint of Spain,internal
money-heist_paragraph_0000005,Tokyo,internal
money-heist_paragraph_0000005,The Professor,internal
money-heist_paragraph_0000006,Alison Parker,internal
money-heist_paragraph_0000006,Tokyo,internal
money-heist_paragraph_0000007,Alicia Sierra,internal
money-heist_paragraph_0000007,Bank of Spain,internal
money-heist_paragraph_0000012,[7],other
money-heist_paragraph_0000013,Alison,internal
money-heist_paragraph_0000015,Royal Mint of Spain,internal
money-heist_paragraph_0000017,Alicia Sierra,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Paquita,internal
money-heist_paragraph_0000001,Miguel Fernández Talanilla,internal
money-heist_paragraph_0000001,Mario Urbaneja,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,Nairobi,internal
money-heist_paragraph_0000001,Arturo Román,internal
money-heist_paragraph_0000001,3,internal
money-heist_paragraph_0000001,4,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,48 Meters Underground,internal
money-heist_paragraph_0000001,A Family Tradition,internal
money-heist_paragraph_0000002,Mario Urbaneja,internal
money-heist_paragraph_0000002,Arturo Román,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Ángel Rubio,internal
money-heist_paragraph_0000001,Raquel Murillo,internal
money-heist_paragraph_0000001,Luis Tamayo,internal
money-heist_paragraph_0000001,Alicia Sierra,internal
money-heist_paragraph_0000001,Alfonso Prieto,internal
money-heist_paragraph_0000001,Benito Antoñanzas,internal
money-heist_paragraph_0000001,Raquel Murillo,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Palermo,internal
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,2,internal
money-heist_paragraph_0000001,3,internal
money-heist_paragraph_0000001,4,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Mario de la Rosa‏‎,internal
money-heist_paragraph_0000001,Kyle McCarley,external
money-heist_paragraph_0000001,[1],other
money-heist_paragraph_0000001,[2],other
money-heist_paragraph_0000001,Episode 2 (Part 1),internal
money-heist_paragraph_0000001,A Family Tradition,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000003,Royal Mint of Spain,internal
money-heist_paragraph_0000004,Raquel Murillo,internal
money-heist_paragraph_0000004,[3],other
money-heist_paragraph_0000004,Arturo Román,internal
money-heist_paragraph_0000004,[4],other
money-heist_paragraph_0000005,[4],other
money-heist_paragraph_0000006,Alfonso Prieto,internal
money-heist_paragraph_0000006,Raquel Murillo,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,Episode 9 (Part 2),internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Tatiana,internal
money-heist_paragraph_0000002,Tatiana,internal
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Arturo Román,internal
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,The Paris Plan,internal
money-heist_paragraph_0000002,Arturo Román,internal
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000005,gave a shoutout,other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,University of Navarra,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,Episode 9 (Part 2),internal
money-heist_paragraph_0000005,Royal Mint of Spain Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,[2],other
money-heist_paragraph_0000001,[1],other
money-heist_paragraph_0000001,Cincinnati,internal
money-heist_paragraph_0000001,Moscow,internal
money-heist_paragraph_0000001,Arturo Román,internal
money-heist_paragraph_0000001,Denver,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Nairobi,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000001,Helsinki,internal
money-heist_paragraph_0000001,Lisbon,internal
money-heist_paragraph_0000001,Bogotá,internal
money-heist_paragraph_0000001,Marseille,internal
money-heist_paragraph_0000001,Matías Caño,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,Ariadna Cascales,internal
money-heist_paragraph_0000001,Palermo,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,Arturo Román,internal
money-heist_paragraph_0000001,Gandía,internal
money-heist_paragraph_0000001,Mercedes Colmenar,internal
money-heist_paragraph_0000001,Arantxa Arteche,internal
money-heist_paragraph_0000001,Luis Tamayo,internal
money-heist_paragraph_0000001,Royal Mint of Spain,internal
money-heist_paragraph_0000001,Bank of Spain,internal
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,2,internal
money-heist_paragraph_0000001,3,internal
money-heist_paragraph_0000001,4,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Esther Acebo,internal
money-heist_paragraph_0000001,[3],other
money-heist_paragraph_0000001,[4],other
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,A Family Tradition,internal
money-heist_paragraph_0000001,Royal Mint of Spain,internal
money-heist_paragraph_0000002,Denver,internal
money-heist_paragraph_0000003,Royal Mint of Spain,internal
money-heist_paragraph_0000003,Arturo Román,internal
money-heist_paragraph_0000004,Arturo Román,internal
money-heist_paragraph_0000005,Robbers of the Royal Mint of Spain,internal
money-heist_paragraph_0000005,Royal Mint of Spain,internal
money-heist_paragraph_0000006,Berlin,internal
money-heist_paragraph_0000006,Oslo,internal
money-heist_paragraph_0000006,Denver,internal
money-heist_paragraph_0000006,Berlin,internal
money-heist_paragraph_0000008,Denver,internal
money-heist_paragraph_0000008,Moscow,internal
money-heist_paragraph_0000008,Arturo Román,internal
money-heist_paragraph_0000009,Nairobi,internal
money-heist_paragraph_0000010,Berlin,internal
money-heist_paragraph_0000011,Denver,internal
money-heist_paragraph_0000012,Helsinki,internal
money-heist_paragraph_0000012,Arturo Román,internal
money-heist_paragraph_0000012,Royal Mint of Spain,internal
money-heist_paragraph_0000013,Moscow,internal
money-heist_paragraph_0000013,Nairobi,internal
money-heist_paragraph_0000013,Stockholm Syndrome,external
money-heist_paragraph_0000014,Alison Parker,internal
money-heist_paragraph_0000014,Mercedes Colmenar,internal
money-heist_paragraph_0000014,Arturo Román,internal
money-heist_paragraph_0000015,Denver,internal
money-heist_paragraph_0000016,Helsinki,internal
money-heist_paragraph_0000018,Ariadna Cascales,internal
money-heist_paragraph_0000018,Berlin,internal
money-heist_paragraph_0000018,Nairobi,internal
money-heist_paragraph_0000019,Moscow,internal
money-heist_paragraph_0000019,Denver,internal
money-heist_paragraph_0000019,Rio,internal
money-heist_paragraph_0000020,Oslo,internal
money-heist_paragraph_0000020,The Professor,internal
money-heist_paragraph_0000021,Tokyo,internal
money-heist_paragraph_0000022,Denver,internal
money-heist_paragraph_0000023,Cincinnati,internal
money-heist_paragraph_0000023,The Professor,internal
money-heist_paragraph_0000025,Arturo,internal
money-heist_paragraph_0000025,Denver,internal
money-heist_paragraph_0000025,Rio,internal
money-heist_paragraph_0000025,Denver,internal
money-heist_paragraph_0000026,Gandía,internal
money-heist_paragraph_0000026,Nairobi,internal
money-heist_paragraph_0000027,Arturo,internal
money-heist_paragraph_0000030,Bank of Spain,internal
money-heist_paragraph_0000032,Cincinnati,internal
money-heist_paragraph_0000033,Bank of Spain Heist,internal
money-heist_paragraph_0000033,Bank of Spain,internal
money-heist_paragraph_0000034,Part 1,internal
money-heist_paragraph_0000034,Arturo Román,internal
money-heist_paragraph_0000034,Nairobi,internal
money-heist_paragraph_0000035,Part 2,internal
money-heist_paragraph_0000035,Part 3,internal
money-heist_paragraph_0000035,Arturo,internal
money-heist_paragraph_0000035,Cincinnati,internal
money-heist_paragraph_0000036,Part 3,internal
money-heist_paragraph_0000036,Cincinnati,internal
money-heist_paragraph_0000036,Bank of Spain,internal
money-heist_paragraph_0000037,Bank of Spain Heist,internal
money-heist_paragraph_0000037,Miguel Fernández Talanilla,internal
money-heist_paragraph_0000038,Alicia Sierra,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000003,Episode 8 (Part 2),internal
money-heist_paragraph_0000003,the Professor,internal
money-heist_paragraph_0000003,Moscow,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Spanish,external
money-heist_paragraph_0000002,Money Heist,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Alison Parker,internal
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,2,internal
money-heist_paragraph_0000001,Bryce Papenbrook,external
money-heist_paragraph_0000001,[1],other
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,Episode 12 (Part 1),internal
money-heist_paragraph_0000001,Royal Mint of Spain,internal
money-heist_paragraph_0000002,Royal Mint of Spain,internal
money-heist_paragraph_0000003,Arturo Román,internal
money-heist_paragraph_0000004,Aurora,internal
money-heist_paragraph_0000004,Elisabeth,internal
money-heist_paragraph_0000004,Alison Parker,internal
money-heist_paragraph_0000004,[2],other
money-heist_paragraph_0000005,Arturo Román,internal
money-heist_paragraph_0000005,Jacinto,internal
money-heist_paragraph_0000009,Royal Mint of Spain,internal
money-heist_paragraph_0000009,Tokyo,internal
money-heist_paragraph_0000009,[3],other
money-heist_paragraph_0000010,Nairobi,internal
money-heist_paragraph_0000010,[4],other
money-heist_paragraph_0000012,Moscow,internal
money-heist_paragraph_0000012,[5],other
money-heist_paragraph_0000013,Oslo,internal
money-heist_paragraph_0000013,Royal Mint of Spain,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Part 4,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000002,[1],other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,[1],other
money-heist_paragraph_0000001,Mariví Fuentes,internal
money-heist_paragraph_0000001,Paula Vicuña Murillo,internal
money-heist_paragraph_0000001,Laura Murillo,internal
money-heist_paragraph_0000001,Alberto Vicuña,internal
money-heist_paragraph_0000001,[2],other
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Ángel Rubio,internal
money-heist_paragraph_0000001,Helsinki,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Denver,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000001,Stockholm,internal
money-heist_paragraph_0000001,Bogotá,internal
money-heist_paragraph_0000001,Palermo,internal
money-heist_paragraph_0000001,Nairobi,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,Pamplona,internal
money-heist_paragraph_0000001,Marseille,internal
money-heist_paragraph_0000001,Benjamín Martínez,internal
money-heist_paragraph_0000001,Alicia Sierra,internal
money-heist_paragraph_0000001,Alfonso Prieto,internal
money-heist_paragraph_0000001,Alberto Vicuña,internal
money-heist_paragraph_0000001,Alicia Sierra,internal
money-heist_paragraph_0000001,Luis Tamayo,internal
money-heist_paragraph_0000001,Suárez,internal
money-heist_paragraph_0000001,Arturo Román,internal
money-heist_paragraph_0000001,Bank of Spain,internal
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,2,internal
money-heist_paragraph_0000001,3,internal
money-heist_paragraph_0000001,4,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Itziar Ituño,internal
money-heist_paragraph_0000001,Cindy Robinson,external
money-heist_paragraph_0000001,[3],other
money-heist_paragraph_0000001,Ayelet Zurer,external
money-heist_paragraph_0000001,[4],other
money-heist_paragraph_0000001,Episode 2 (Part 1),internal
money-heist_paragraph_0000001,A Family Tradition,internal
money-heist_paragraph_0000002,Alberto Vicuña,internal
money-heist_paragraph_0000005,The Professor,internal
money-heist_paragraph_0000009,The Professor,internal
money-heist_paragraph_0000010,Alberto Vicuña,internal
money-heist_paragraph_0000011,Mariví Fuentes,internal
money-heist_paragraph_0000011,Paula Vicuña Murillo,internal
money-heist_paragraph_0000012,Paula Vicuña Murillo,internal
money-heist_paragraph_0000012,Laura Murillo,internal
money-heist_paragraph_0000014,Alberto Vicuña,internal
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Moscow,internal
money-heist_paragraph_0000001,[1],other
money-heist_paragraph_0000001,Benjamín,internal
money-heist_paragraph_0000001,[1],other
money-heist_paragraph_0000001,Stockholm,internal
money-heist_paragraph_0000001,[2],other
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,[3],other
money-heist_paragraph_0000001,Miguel Fernández Talanilla,internal
money-heist_paragraph_0000001,Moscow,internal
money-heist_paragraph_0000001,Cincinnati,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,Vane,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Stockholm,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,The Professor,internal
money-heist_paragraph_0000001,Helsinki,internal
money-heist_paragraph_0000001,Tokyo,internal
money-heist_paragraph_0000001,Nairobi,internal
money-heist_paragraph_0000001,Stockholm,internal
money-heist_paragraph_0000001,Rio,internal
money-heist_paragraph_0000001,Bogotá,internal
money-heist_paragraph_0000001,Palermo,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,Oslo,internal
money-heist_paragraph_0000001,Lisbon,internal
money-heist_paragraph_0000001,Matías Caño,internal
money-heist_paragraph_0000001,Manila,internal
money-heist_paragraph_0000001,Miguel Fernández Talanilla,internal
money-heist_paragraph_0000001,Arturo Román,internal
money-heist_paragraph_0000001,Berlin,internal
money-heist_paragraph_0000001,Gandía,internal
money-heist_paragraph_0000001,Mario Urbaneja,internal
money-heist_paragraph_0000001,Marseille,internal
money-heist_paragraph_0000001,Suárez,internal
money-heist_paragraph_0000001,Luis Tamayo,internal
money-heist_paragraph_0000001,Royal Mint of Spain,internal
money-heist_paragraph_0000001,Bank of Spain,internal
money-heist_paragraph_0000001,1,internal
money-heist_paragraph_0000001,2,internal
money-heist_paragraph_0000001,3,internal
money-heist_paragraph_0000001,4,internal
money-heist_paragraph_0000001,5,internal
money-heist_paragraph_0000001,Jaime Lorente,internal
money-heist_paragraph_0000001,Doug Erholtz,external
money-heist_paragraph_0000001,[4],other
money-heist_paragraph_0000001,Mike C. Manning,external
money-heist_paragraph_0000001,[5],other
money-heist_paragraph_0000001,Episode 1 (Part 1),internal
money-heist_paragraph_0000001,A Family Tradition,internal
money-heist_paragraph_0000001,Money Heist,internal
money-heist_paragraph_0000001,Jaime Lorente,internal
money-heist_paragraph_0000002,Moscow,internal
money-heist_paragraph_0000003,Royal Mint of Spain,internal
money-heist_paragraph_0000003,Agustín Ramos (Moscow),internal
money-heist_paragraph_0000008,Mónica Gaztambide,internal
money-heist_paragraph_0000008,Berlin,internal
money-heist_paragraph_0000010,Part 1,internal
money-heist_paragraph_0000010,Arturo Román,internal
money-heist_paragraph_0000010,Nairobi,internal
money-heist_paragraph_0000011,Part 2,internal
money-heist_paragraph_0000011,Part 3,internal
money-heist_paragraph_0000011,Arturo,internal
money-heist_paragraph_0000011,Cincinnati,internal
money-heist_paragraph_0000012,Part 3,internal
money-heist_paragraph_0000012,Cincinnati,internal
money-heist_paragraph_0000012,Bank of Spain,internal
money-heist_paragraph_0000013,Bank of Spain Heist,internal
money-heist_paragraph_0000013,Miguel Fernández Talanilla,internal
money-heist_paragraph_0000014,Part 4,internal
money-heist_paragraph_0000016,[6],other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,"

",other
money-heist_paragraph_0000001,Gandía,internal
money-heist_paragraph_0000001,[1],other
